Division,Number,Nickname,Full Name,Rookie Year,Website,Location
FTC,3738,3738 Robotics,John Deere/Iowa STEM Scale-Up Grant/Monsanto&amp;Ankeny Centennial High School,2009,,Ankeny&comma; IA 50023 USA
FTC,3744,LREI Robotics,Little Red School House and Elisabeth Irwin High School,2009,lreirobotics.com,New York&comma; NY 10014 USA
FTC,3746,NECO Robo Knights,Andersens Sales and Salvage/Brush Chamber of Commerce./Michael Bates &amp; Associates/Trinity Luthern School/Morgan County Extension (4-H)&amp;Morgan County 4-H,2009,https://www.facebook.com/pages/Ftc-3746-NECO-Robo-Knights/107011262711748?ref=hl,Fort Morgan&comma; CO 80701 USA
FTC,3749,Bionic Penguins,Coyote Robotics &amp; the Gw Community School,2009,www.coyoterobotics.com,Springfield&comma; VA 22151 USA
FTC,3750,Error: 404,Home School,2009,www.FTC3750.com,Henrietta&comma; NY 14467 USA
FTC,3758,Aztec Eagles,Sivananthan Laboratories &amp; Juarez Community Academy Hs,2009,,Chicago&comma; IL 60608 USA
FTC,3763,Piece of Cake,Master Craft Labels&comma; Inc./Advances in Orthodontics&amp;South View Middle,2009,,Edina&comma; MN 55435 USA
FTC,3764,Extendomatics,Valley View Middle,2009,,Minneapolis&comma; MN 55439 USA
FTC,3766,Crock 'em&comma; Sock 'em Robots,Thunder Mountain High School,2009,,Juneau&comma; AK 99801 USA
FTC,3774,Hive Voltage,IMTT &amp; Bayonne High,2009,,Bayonne&comma; NJ 07002 USA
FTC,3777,Mecha Lion,Paterson Cs for Sci Tech,2009,,Paterson&comma; NJ 07503 USA
FTC,3781,Pi-Rho Maniacs,WESTA/Eanes ISD/SolidWorks/FIRST in Texas/Intel&amp;Westlake H S,2009,,Austin&comma; TX 78746 USA
FTC,3788,Vacation Bots,Benton Community Senior High School,2009,https://sites.google.com/benton.k12.ia.us/bcrobotics/home,Van Horne&comma; IA 52346 USA
FTC,3791,Ziptiez,Jefferson High,2009,,Daly City&comma; CA 94014 USA
FTC,3795,JagWired,Garnet Valley Hs,2009,,Glen Mills&comma; PA 19342 USA
FTC,3796,Talons,Power Hawks Robotics Club&comma; Inc. &amp; South River High,2009,www.powerhawks.org,Edgewater&comma; MD 21037 USA
FTC,3804,Team Snuffleupagus,St Christopher's School,2009,,Richmond&comma; VA 23226 USA
FTC,3805,Atomic Robotics,Washington State OSPI/Boeing &amp; Edmonds Heights K-12,2009,https://ftc3805atomicrobotics.com/,Edmonds&comma; WA 98020 USA
FTC,3819,Green RoboDragon,Gwinnett School of Mathematics- Science and Techno,2009,,Lawrenceville&comma; GA 30044 USA
FTC,3825,DimondX,Dimond High School,2009,dimondrobotics.com,Anchorage&comma; AK 99502 USA
FTC,3830,SkyNet,Raytheon &amp; St. Petersburg High School,2009,http://sphsrobotics.weebly.com/,St. Petersburg&comma; FL 33713 USA
FTC,3836,The Iron Giants,Sherwood High School,2009,,Sherwood&comma; OR 97140 USA
FTC,3841,RoboBots,AEP/Vance Enterprise/West Virginia Department of Education/FIRST Robotics Team 337&amp;Man Middle School,2009,,Man&comma; WV 25635 USA
FTC,3846,Maelstrom,Suncoast Credit Union/TRU Simulation + Training - A Textron Company/Rockwell Collins/Bay Area Manufacturers Association/Cardio Command &amp; Middleton High School,2009,http://middletonrobotics.com/,Tampa&comma; FL 33610 USA
FTC,3847,Puma Robotics,Qualcomm&amp;Peak to Peak Charter School,2009,,Lafayette&comma; CO 80026 USA
FTC,3848,Shockwave,The Loewy Foundation/AFCEA&amp;the Grauer School,2009,www.grauerschool.com/robotics,Encinitas&comma; CA 92024 USA
FTC,3860,The Revolution - Blue,The Boeing Company &amp; Bellarmine Preparatory School,2009,www.frc360.com,Tacoma&comma; WA 98405 USA
FTC,3861,Vashon Pi-r8s "Pirates",Vashon Island PTSA &amp; Vashon Island High School,2009,,Vashon&comma; WA 98070 USA
FTC,3866,Blood Sweat and Gears,Rockwell Collins &amp; North Cedar High School,2009,,Clarence&comma; IA 52216 USA
FTC,3873,Scotbotics,Niantic&amp;Family Friends,2009,,Oakland&comma; CA 94611 USA
FTC,3886,Quake,Friends School of Baltimore,,,Baltimore&comma; MD 21210 USA
FTC,3888,Greased Lightning,Rockwell Collins &amp; Cypress Bay High School &amp; Cypress Bay High School,2009,,Fort Lauderdale&comma; FL 33332 USA
FTC,3896,Techneetics,NYU -Polytech &amp; It Takes a Village Academy,2009,www.itava.org,Brooklyn&comma; NY 11203 USA
FTC,3899,Terror Bytes,Pittsburg High School/Texas Workforce Commission &amp; Pittsburg H S,2009,,Pittsburg&comma; TX 75686 USA
FTC,3900,Mechasharks,Pittsburgh Science and Technology Academy 6-12,2009,http://mechasharks.com,Pittsburgh&comma; PA 15213 USA
FTC,3901,The Patriots,Wm. M. Davies Jr. Career-Technical High School,2009,,Lincoln&comma; RI 02865 USA
FTC,3903,Jaguars,the Wellington School,2009,,Columbus&comma; OH 43220 USA
FTC,3916,Apex Robotics,Apex High,2009,http://apexroboticsfirst.weebly.com/,Cary&comma; NC 27519 USA
FTC,3922,Modibot,Google &amp; Humanities Preparatory Academy,2009,,New York&comma; NY 10011 USA
FTC,3931,RoboCopz,Caterpillar/General Elecric &amp; Whitewater High School,2009,http://forum.fayette-robotics.org/,Fayetteville&comma; GA 30214 USA
FTC,3938,Acton Robotics Team,Acton-Boxborough PIP/Raytheon Company- Integrated Defense Systems/Solidworks/Cisco &amp; Acton-Boxborough Reg High,,,Acton &comma; MA 01720 USA
FTC,3939,Bolts of Steel,University High,2009,,Orlando&comma; FL 32817 USA
FTC,3944,Team Mercury,Bristol-Myers Squibb Foundation&comma; Inc./East Windsor Regional School District/TRUMPF Photonics/NDEP &amp; Hightstown High,2009,www.mercury1089.com,Hightstown&comma; NJ 08520 USA
FTC,3954,Pink to the Future,Family/Community,2009,www.maerlant-robotica.nl/ftc,Den Haag&comma; ZH 03051 Netherlands
FTC,3963,Junkers,Pacific Industrial Components&comma; Inc. &amp; Thurston High School,2009,goo.gl/ta6L6,Springfield&comma; OR 97478 USA
FTC,3965,Twisted Metal,Tigard High School Parent Support Organization &amp; Tigard High School,2009,,Portland&comma; OR 97224 USA
FTC,3972,Falcon Engineering and Robots,Minnechaug Reg High,2009,,Wilbraham&comma; MA 01095 USA
FTC,3976,Fighting Hornets,Western Guilford High,2009,,Greensboro&comma; NC 27410 USA
FTC,3981,The Griffins,National Continental &amp; Butch Hendrickson/Phillip &amp; Christine Gore Family Foundation/tTech Limited &amp; Edward Alexander/Port Authority of Jamaica/HEART Trust NTA/Jamaica Broilers Group/National Commercial Bank Foundation/JCOBA-NY/Jamaica Tourist Board/Lowell Campbell&amp;Jamaica College,2009,http://www.jc.edu.jm/jcrobotics,New York&comma; NY 10475 USA
FTC,3983,Highlands Undefined,Northern Highlands Reg H,2009,,Allendale&comma; NJ 07401 USA
FTC,4008,Bronc Botz - Atlas,NewTek/ALCOA /Texas Workforce Commission/KCI/Insurancelabs/SolidWorks/Northside ISD &amp; Family/Community &amp; Brandeis Hs,2009,www.broncbotz.com,San Antonio&comma; TX 78249 USA
FTC,4017,roboPandas,Sewanhaka High School &amp; Sewanhaka High School,2009,,Floral Park&comma; NY 11001 USA
FTC,4027,Legacy,Texas Workforce Commission/Qualcomm&amp;John B Connally H S,2009,,Austin&comma; TX 78753 USA
FTC,4029,2 Bits and a Byte,Lexington High,2009,http://www.lexrobotics.com/,Lexington&comma; MA 02421 USA
FTC,4042,Nonstandard Deviation,Structural Engineers Foundation of Washington&amp;Garfield High School,2009,http://garfieldrobotics.com/,Seattle&comma; WA 98122 USA
FTC,4053,Team #2,OSPI / Tacoma Robotics Alliance &amp; Science and Math Institute &amp; Tacoma School of the Arts,2009,,Tacoma&comma; WA 98401 USA
FTC,4054,Team #3,OSPI/Tacoma Robotics Alliance &amp; Tacoma School of the Arts &amp; Science and Math Institute,2009,,Tacoma&comma; WA 98407 USA
FTC,4060,RoboRams,Wilson,2009,,Tacoma&comma; WA 98406 USA
FTC,4077,MASH,Friends of 401 &amp; Friends of 401,2010,www.friendsof401.org,West Vincent Township&comma; PA 19425 USA
FTC,4081,The Droids,AAHRG&comma; Inc &amp; Home School,2010,ftc4081.weebly.com,Hyattsville&comma; MD 20782 USA
FTC,4087,Midwest π-rate Rebels (Pi-rate Rebels),Midwest School,2010,,Midwest&comma; WY 82643 USA
FTC,4093,Gears,NYAB &amp; THOUSAND ISLANDS HIGH SCHOOL &amp; THOUSAND ISLANDS HIGH SCHOOL,2010,http://schoolsites.schoolworld.com/schools/ThousandIslands/webpages/ffirst/,Clayton&comma; NY 13624 USA
FTC,4096,T-10 ("T minus Ten"),Needham High,2010,http://bit.ly/wbRVc4,Needham Heights&comma; MA 02494 USA
FTC,4097,The Pac-Bots,Lam Research &amp; Tigard High School,2010,,Portland&comma; OR 97224 USA
FTC,4100,Darbots 1,Darlington School,2010,,Rome&comma; GA 30161 USA
FTC,4102,CHS Cougars,Columbia Sr High,2010,,Maplewood&comma; NJ 07040 USA
FTC,4104,Robo Lobo,Rocky Mountain High School &amp; Rocky Mountain High School,2010,,Fort Collins&comma; CO 80526 USA
FTC,4105,Teal Tornadoes,Glen Allen High,2010,http://henrico.k12.va.us/hs/glenallen/,Glen Allen&comma; VA 23060 USA
FTC,4106,Supposable Thumbs,Rockwell Automation/Heritage Christian School/Linear Graphics&amp;Heritage Christian Schools,2010,http://supposablethumbs.org,New Berlin&comma; WI 53045 USA
FTC,4107,MohonBots,Bechtel Corp.&amp;Mohonasen Senior High School,2010,https://www.sites.google.com/site/mohonbots/,Schenectady&comma; NY 12303 USA
FTC,4115,Men in Kilts,Homestead High,2010,,Mequon&comma; WI 53092 USA
FTC,4116,Volta Robotics,Homestead High,2010,,Mequon&comma; WI 53092 USA
FTC,4130,Expected Error!!,DoDDS &amp; Aviano Middle/High School,2010,motto cont. - genius,APO&comma; AE 09604 USA
FTC,4133,Fusion,Fusion Robotics/Neighborhood Group,2010,www.4133fusion.org,Helena&comma; MT 59601 USA
FTC,4137,IslandBots,Neighborhood Group,2010,http://islandbots.org,East Setauket&comma; NY 11733 USA
FTC,4141,Wired Warriors,Altus Engineering &amp; Havre De Grace High,2010,,Havre de Grace&comma; MD 21078 USA
FTC,4143,Asimov's law,Hood River Valley High School &amp; Hood River Valley High School,2010,http://hoodriverftc.webs.com/,Hood River&comma; OR 97031 USA
FTC,4144,Engineer Imagineer,John Deere/MidAmerican Energy&amp;Girl Scouts of Greater Iowa,2010,https://sites.google.com/site/engineerimaginer/,Ottumwa&comma; IA 52501 USA
FTC,4149,Terabytes,Neighborhood Group/Terabytes,2010,,Murrysville&comma; PA 15668 USA
FTC,4150,Dark Matter,Rockwell Collins/Linn-Mar Foundation &amp; Linn-Mar High School,2010,www.lmrobotics.com,Marion&comma; IA 52302 USA
FTC,4153,Droidnoughts,Monrovia Math &amp; Science Academy &amp; Monrovia High,2010,,Monrovia&comma; CA 91016 USA
FTC,4155,Rougher Robo Royalty,Muskogee Hs,2010,,Muskogee&comma; OK 74403 USA
FTC,4156,RoboCats Red,Central City High School,2010,http://www.ccrobocats.com/,Central City&comma; IA 52214 USA
FTC,4157,The Duckinators,Fred D Beyer &amp; Fred C. Beyer High,2010,,Modesto&comma; CA 95355 USA
FTC,4169,18-Inchers,Lacombe Composite High School,2010,unitedroboticslacombe@weebly.com,Lacombe&comma; AB T4L 1G6 Canada
FTC,4173,Bionic Bulldogs,Ottumwa High School,2010,,Ottumwa&comma; IA 52501 USA
FTC,4174,Atomic Theory,Dalton School,2010,,New York&comma; NY 10128 USA
FTC,4175,MechaMETROzilla,Metro High School,2010,https://sites.google.com/site/metrorobotics/,Cedar Rapids&comma; IA 52401 USA
FTC,4177,Finger Tightans,Highland High School/Riverside Area Community Club/Streb Construction/Civco&amp;Highland High School,2010,https://sites.google.com/site/highland4177/home,Riverside&comma; IA 52327 USA
FTC,4185,Silver Soldiers,VideoRay/Lockheed Martin &amp; Owen J Roberts Hs &amp; Greater Pottstown Area Robotics Science and Engineering Community,2010,www.team4185.com,Pottstown&comma; PA 19465 USA
FTC,4192,Bulldozers,West County High &amp; West County Middle,2010,,Park Hills&comma; MO 63601 USA
FTC,4193,Those Guys,Jackson Sr. High,2010,http://jackson.schoolwebpages.com/education/staff/staff.php?sectionid=13063&amp;,Jackson&comma; MO 63755 USA
FTC,4194,Technomancers,Jackson Sr. High,2010,http://jackson.schoolwebpages.com/education/staff/staff.php?sectionid=13063&amp;,Jackson&comma; MO 63755 USA
FTC,4200,The X-Squared Factor,Society of Women Engineers DelMar Peninsula Section/Padua Academy&amp;Padua Academy,2010,,Wilmington&comma; DE 19806 USA
FTC,4210,SuperNova,Southwest Guilford High,2010,,High Point&comma; NC 27265 USA
FTC,4213,Biomech,PARKER - HELAC CORPORATION/Enumclaw Schools Foundation/BOEING COMPANY&amp;Enumclaw Sr High School&amp;Teams 4213&comma;5446&comma;5447&comma;other,2010,https://sites.google.com/site/ehsr6350/,Enumclaw&comma; WA 98022 USA
FTC,4215,Hypnotic Robotics,Unique Scaffolding Systems &amp; River Dell Regional H S,2010,,Oradell&comma; NJ 07649 USA
FTC,4216,Rise of Hephaestus,RISE of Hephaestus/Neighborhood Group,,https://www.facebook.com/Ftc4216RiseOfHephaestus,San Diego&comma; CA 92106 USA
FTC,4217,ROAR (Robots On A Rampage),Gravicom LLC/SAIC/Graber Post Buildings/DoD STEM/Knights of Columbus 630&amp;North Daviess Jr-Sr High Sch&amp;North Daviess Jr-Sr High Sch,2010,http://www.facebook.com/#!/group.php?gid=171239700977,Elnora&comma; IN 47529 USA
FTC,4218,Late() Knights,St Mary S Ryken High School,2010,,Leonardtown&comma; MD 20650 USA
FTC,4221,Smíða Syndicate,Techwood Precision Engineering/Geico Insurance/Roddenberry OB-GYN/Dept of Defense/Primary Eye Care/Jim &amp; Kelly Foster/Westmoreland&comma; Patterson&comma; Moseley &amp; Hinson/S &amp; S Cafeterias&amp;First Presbyterian Day School,2010,,Macon&comma; GA 31210 USA
FTC,4224,Y-Not Robots,Chickasaw Nation-Science&comma; Technology and Math Academy &amp; the Science Technology Math Academy,2010,,Ada&comma; OK 74820 USA
FTC,4227,Metal Morphosis,Seminole County Public Schools / Lockheed Consortium/Lockheed Martin/Alaka'ina Foundation/Verizon Foundation/Department of Defense - STEM/Siemens/Chen / Torres / Nelson/PTC&amp;Hagerty High School,2010,http://hagertyhighrobotics.weebly.com/,Oviedo&comma; FL 32765 USA
FTC,4232,Global Dynamics "Plasma",Decatur High School,2010,,Decatur&comma; GA 30030 USA
FTC,4234,TechBrick FTC 4234,TechBrick Robotics,2010,www.techbrick.com,Forest Hill&comma; MD 21050 USA
FTC,4237,Hordes of Nords,Freeport McMoRan Copper and Gold Foundation/Donnellson Lumber Company &amp; Central Lee High School,2010,,Donnellson&comma; IA 52625 USA
FTC,4243,Iron Devils,Putnam-Northern Westchester Boces,2010,,Yorktown Heights&comma; NY 10598 USA
FTC,4244,Chimera Tech,Putnam-Northern Westchester Boces,2010,,Yorktown Heights&comma; NY 10598 USA
FTC,4250,LIGHTSABERS,NDEP&amp;Neighborhood Group,2010,http://sites.google.com/site/liaorobotics,Oklahoma City&comma; OK 73169 USA
FTC,4262,Ridgebots,Pacific Ridge School,2010,,Carlsbad&comma; CA 92009 USA
FTC,4266,Makin' Stuff Move,J-M Distributors/Leavitt Signs &amp; Mount Saint Mary High School,2010,,Oklahoma City&comma; OK 73109 USA
FTC,4267,RoboChix,Rockwell Automation/Joy Global/Intermedix &amp; St Joan Antida High School,2010,,Milwaukee&comma; WI 53202 USA
FTC,4273,Aluminati,Hot Springs County High School,2010,,Thermopolis&comma; WY 82443 USA
FTC,4276,ERROR 4276,Sherwood High School,2010,,Sherwood&comma; OR 97140 USA
FTC,4278,De.Evolution,Canyon Crest Academy,2010,,San Diego&comma; CA 92130 USA
FTC,4281,R2D2,Verdigris Hs,2010,,Claremore&comma; OK 74019 USA
FTC,4283,Fully Updated,Collins-Maxwell Middle/High School,2010,,Maxwell&comma; IA 50161 USA
FTC,4284,Polar Droids,ReadyTalk &amp; Mountain Range High School,2010,,Westminster&comma; CO 80234 USA
FTC,4286,Dragonoids,Greens Farms Academy,2010,https://sites.google.com/site/gfadragonoids/,Westport&comma; CT 06838 USA
FTC,4287,Red Meteors,Lotus School for Excellence,2010,,Aurora&comma; CO 80012 USA
FTC,4290,LASA High PHidelity,LASA Robotics/Texas Workforce Commission/Freescale/3M/DELL/Altera/Solidworks/ FIRST in Texas &amp; Lasa High School,2010,lasarobotics.org,Austin&comma; TX 78724 USA
FTC,4318,Green Machine Reloaded,Hackground,2010,,Fulton&comma; MD 20759 USA
FTC,4323,iCATZ,Nottoway Middle &amp; Nottoway High,2010,http://www.facebook.com/groups/308906699121134/,Crewe&comma; VA 23930 USA
FTC,4324,Lost In Time,Rockwell Collins/Linn-Mar Foundation &amp; Linn-Mar High School,2010,www.lmrobotics.com,Marion&comma; IA 52302 USA
FTC,4326,Basement Lions,Horace Mann School,2010,www.basementlions.org/ftc,Bronx&comma; NY 10471 USA
FTC,4327,Silver Titans,Robotic Explorers,2010,,Roswell&comma; GA 30076 USA
FTC,4328,C'est la vie,Dwight Morrow High,2010,,Englewood&comma; NJ 07631 USA
FTC,4329,Oelwein Huskies,Oelwein High School,2010,,Oelwein&comma; IA 50662 USA
FTC,4333,Elite Machinez,Neighborhood Group/The College Crusade of Rhode Island,2010,,Providence&comma; RI 02905 USA
FTC,4344,Rickrollers,NASA Armstrong Flight Research Center &amp; Valley Oaks Charter,2010,http://rickrollers.org,Tehachapi&comma; CA 93561 USA
FTC,4345,ART,San Mateo Union High School District/Google&comma; Inc./Intuit Surgical&amp;Aragon High,2010,aragonrobotics.org,San Mateo&comma; CA 94402 USA
FTC,4347,NanoGurus,Subway/RXC International/Med Star Labs/NanoGurus/Evonik Corporation/Department of Defense/Norwalt Design &amp; Neighborhood Group,2010,,Morris Plains&comma; NJ 07950 USA
FTC,4348,RoboKnights,Mooney Industries &amp; Notre Dame High School,2010,,Sherman Oaks &comma; CA 91423 USA
FTC,4356,Gears,NYAB &amp; Thousand Islands High School,2010,http://schoolsites.schoolworld.com/schools/ThousandIslands/webpages/ffirst/,Clayton&comma; NY 13624 USA
FTC,4358,Brave Tech,Hoonah Jr/Sr High School,2010,http://www.hoonahschools.org/activities/robotics,Hoonah&comma; AK 99829 USA
FTC,4360,BLHS REACH,Honda &amp; Benjamin Logan High School,2010,,Bellefontaine&comma; OH 43311 USA
FTC,4362,Aftershock,Friends School of Baltimore,2010,,Baltimore&comma; MD 21210 USA
FTC,4366,CyberDevils,Purdue FIRST Programs/FRC Team 461 Boosters/Roadworks Manufacturing&amp;West Lafayette Jr/Sr High Sch,2010,,West Lafayette&comma; IN 47906 USA
FTC,4378,Black Box Robotics,Newcastle Hs,2010,na,Newcastle&comma; OK 73065 USA
FTC,4389,Higgs Bozos,&amp;East Buchanan High School,2010,,Winthrop&comma; IA 50682 USA
FTC,4390,The Typhoons - Storm Robotics Team,Lockheed Martin/NAVAIR/Storm Robotics Parent Boosters &amp; Cherokee High School &amp; Lenape High School,2010,http://stormroboticsnj.org,Marlton&comma; NJ 08053 USA
FTC,4396,Decepticons,AET/The Weatherly Institute for Robotics and Engineering &amp; Center for Arts &amp; Technology-Pickering,2010,,Phoenixville&comma; PA 19460 USA
FTC,4399,Autobots,Chester County Intermediate Unit &amp; Center for Arts &amp; Technology-Brandywine,2010,,Downingtown&comma; PA 19335 USA
FTC,4410,ARC Lightning,Schneider Electric/Raytheon/Punchard Trustees&amp;Andover High,2010,www.andoverrobotics.com,Andover&comma; MA 01810 USA
FTC,4412,Shower handles,Hood River Valley High School,2010,,Hood River&comma; OR 97031 USA
FTC,4416,The Astroneers,School of Science and Technology&amp;School of Science and Technology,2010,,San Antonio&comma; TX 78209 USA
FTC,4417,The Venom,Council High &amp; Council High,2010,,Council&comma; VA 24260 USA
FTC,4419,Pokebots,Virginia FIRST &amp; Virginia Episcopal School,2010,,Lynchburg&comma; VA 24503 USA
FTC,4426,River Kings Robotics,Clinton High School,2010,www.clinton.k12.ia.us,Clinton&comma; IA 52732 USA
FTC,4432,Solista,Fremont Christian School,2010,,Fremont&comma; CA 94536 USA
FTC,4433,Smokin' Motors,Environmental Simulations&comma; Inc &amp; Wyomissing Area Jshs,2010,http://www.cwrobotics.org/,Wyomissing&comma; PA 19551 USA
FTC,4443,Sock Monkeys,Oskaloosa High School,2010,,Oskaloosa&comma; IA 52577 USA
FTC,4444,Whitefield Robocats,Whitefield Academy,2010,,Louisville&comma; KY 40228 USA
FTC,4448,Avanti Avengers4448,Avanti High School,2010,,Olympia&comma; WA 98501 USA
FTC,4451,Fox Enterprises,Sidwell Friends School,2010,,Washington&comma; DC 20016 USA
FTC,4452,Wolverines,Watkins Mill High,2010,,Gaithersburg&comma; MD 20879 USA
FTC,4454,Mohawk Warriors Green,Harmony School of Advancement - High,2010,,Houston&comma; TX 77038 USA
FTC,4455,MoHawk Warriors Red,American Association of Drilling Engineers &amp; Harmony School of Advancement - High,2010,,houston&comma; TX 77038 USA
FTC,4466,Robots and Brain Bots Inc.,Gann Academy-The New Jewish High School,2010,,Waltham&comma; MA 02452 USA
